#
#  conversion from RegDef.txt for
#   input design        = generic
#   input design level  = 1
#

SECTION BITS

#design    dlevel   dir  reg_name                         field_name                                         format  ext_addr   rw           startbit  numbits  scope      rlm_name                                           clk_type  scanring  reset_val                                                              reset_sig  parity  pulse  reg_name_txt                                       description                                                                                        
#========= ======== ==== ================================ ================================================== ======= ========== ============ ========= ======== ========== ================================================== ========= ========= ====================================================================== ========== ======= ====== ================================================== =================================================================================================== 
generic    1        tx   tx_mode1_pl                      tx_err_inj_B_enable                                gcr     010000011  RWX          8         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Control to enable the random bit error injection pattern B for this lane.(default)\n0:(disabled) Pattern B error injection is masked for this lane. \n1:(enabled) Pattern B error injection is enabled for this lane."
generic    1        tx   tx_mode1_pl                      tx_pl_spare_mode_0                                 gcr     010000011  RWX          12        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    1        tx   tx_mode1_pl                      tx_pl_spare_mode_1                                 gcr     010000011  RWX          13        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    1        tx   tx_mode1_pl                      tx_pl_spare_mode_2                                 gcr     010000011  RWX          14        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    1        tx   tx_mode1_pl                      tx_pl_spare_mode_3                                 gcr     010000011  RWX          15        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    1        tx   tx_mode2_pl                      tx_fifo_l2u_dly                                    gcr     010000100  RW           0         3        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      001                                                                    ioreset    yes     na     Register                                           "This field is used to read or set the TX FIFO load to unload delay according to the following.\n000:(0_to_2_ui) 0 to 2 UI \n001:(4_to_6_ui) 4 to 6 UI (default) \n010:(8_to_10_ui) 8 to 10 UI\n011:(12_to_14_ui) 12 to 14 UI \n100:(16_to_18_ui) 16 to 18 UI \n101:(20_to_22_ui) 20 to 22 UI\n110:(24_to_26_ui) 24 to 26 UI\n111:(28_to_30_ui) 28 to 30 UI\nRJR"
generic    1        tx   tx_mode2_pl                      tx_unload_clk_disable                              gcr     010000100  RWX          8         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1                                                                      ioreset    yes     na     Register                                           "Set to 0 to enable sync of TX custom serializer via tx_fifo_init register.  Set to 1 to clock off sync logic and save power."
generic    1        tx   tx_mode2_pl                      tx_rxcal                                           gcr     010000100  RWX          9         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Set transmitter to drive vio/2 common mode on both legs.  Use this control during far end RX offset calibration."
generic    1        tx   tx_mode2_pl                      tx_unload_sel                                      gcr     010000100  RWX          10        3        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      101                                                                    ioreset    yes     na     Register                                           "Controls the preset value of the TX slice unload counter, which effectively gives subcycle control of the offset of TX unload clock from grid clock."
generic    1        tx   tx_mode2_pl                      tx_fifo_hold                                       gcr     010000100  RWX          13        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Set to 1 to hold the tx fifo data in place (pointers keep running)"                                
generic    1        tx   tx_mode3_pl                      tx_d2_ctrl                                         gcr     010000101  RWX          0         2        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00                                                                     ioreset    yes     na     Register                                           "Ctrl input into CMLDIV, 00: 10GHz, 01: 25GHz, 10: 16GHz, 11: 32GHz"                                
generic    1        tx   tx_mode3_pl                      tx_d2_div_ctrl                                     gcr     010000101  RWX          2         2        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00                                                                     ioreset    yes     na     Register                                           "Ctrl_div input into CMLDIV, 00: 10GHz, 01: 25GHz, 10: 16GHz, 11: 32GHz"                            
generic    1        tx   tx_mode3_pl                      tx_ffe_boost_tst_en                                gcr     010000101  RWX          4         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Driver Boost Segment Test mode:  0 means normal function mode, 1 means test mode"                  
generic    1        tx   tx_mode3_pl                      tx_ffe_boost_en                                    gcr     010000101  RWX          5         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1                                                                      ioreset    yes     na     Register                                           "Driver Segment Test: To enable boost function of NVlink Tx "                                       
generic    1        tx   tx_mode3_pl                      tx_seg_test_leakage_ctrl                           gcr     010000101  RWX          6         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "control txr_txc_sst_ctl_dc in every tx slice. 1 means run segment test in low leakage mode."       
generic    1        tx   tx_cntl1g_pl                     tx_err_inject                                      gcr     010000110  WO_8P        0         6        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      000000                                                                 ioreset    no      na     Register                                           "Inject one beat of error on this lane.  Set code 1YYYYY where YYYYY is the beat in the deserialized cycle to inject on."
generic    1        tx   tx_cntl1g_pl                     tx_fifo_init                                       gcr     010000110  WO_8P        11        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    no      na     Register                                           "Used to initialize the TX FIFO and put it into a known reset state. This will cause the load to unload delay of the FIFO to be set to the value in the TX_FIFO_L2U_DLY field of the TX_Mode_pp register."
generic    1        tx   tx_cntl1g_pl                     tx_set_unload_clk_disable                          gcr     010000110  WO_8P        12        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    no      na     Register                                           "Set tx_unload_clk_disable register"                                                                
generic    1        tx   tx_cntl1g_pl                     tx_clr_unload_clk_disable                          gcr     010000110  WO_8P        13        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    no      na     Register                                           "Clear tx_unload_clk_disable register"                                                              
generic    1        tx   tx_cntl2_pl                      tx_ioreset                                         gcr     010000111  RWX          0         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Reset the given TX lane"                                                                           
generic    1        tx   tx_cntl2_pl                      tx_iodom_ioreset                                   gcr     010000111  RWX          1         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Reset the IO clock domain latches in the given TX lane"                                            
generic    1        tx   tx_cntl3_pl                      tx_tdr_enable                                      gcr     010001000  RWX          0         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Enable TDR on the given TX lane, cannot be enabled at the same time as tx_bist_hs_en.\nGAP"        
generic    1        tx   tx_cntl3_pl                      tx_pattern_enable                                  gcr     010001000  RWX          1         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Enable prbs or repeating pattern on the given TX lane\nGAP"                                        
generic    1        tx   tx_cntl3_pl                      tx_bist_prbs_enable                                gcr     010001000  RWX          2         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Enable txbist prbs error checker clock and data paths on the given TX lane\nGAP"                   
generic    1        tx   tx_cntl3_pl                      tx_bist_prbs_clear                                 gcr     010001000  RWX          3         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Clear txbist prbs error. This is NOT self-resetting.\n1: Clear error and activity detect\n0: allow error and activity detect to be set\nGAP"
generic    1        tx   tx_cntl3_pl                      tx_rxdet_enable                                    gcr     010001000  RWX          4         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "RX detect enable"                                                                                  
generic    1        tx   tx_cntl3_pl                      tx_rxdet_pulse                                     gcr     010001000  RWX          5         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "RX detect pulse"                                                                                   
generic    1        tx   tx_cntl4_pl                      tx_pseg_pre1_hs_en                                 gcr     010001001  RWX          3         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      11111                                                                  ioreset    yes     na     Register                                           "1st pre bank pseg high speed enable (1 2R & 4 1R)"                                                 
generic    1        tx   tx_cntl4_pl                      tx_pseg_pre1_hs_sel                                gcr     010001001  RWX          8         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00000                                                                  ioreset    yes     na     Register                                           "1st pre bank pseg high speed mode selection (1 2R & 4 1R)"                                         
generic    1        tx   tx_cntl5_pl                      tx_nseg_pre1_hs_en                                 gcr     010001010  RWX          3         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      11111                                                                  ioreset    yes     na     Register                                           "1st pre bank nseg high speed enable (1 2R & 4 1R)"                                                 
generic    1        tx   tx_cntl5_pl                      tx_nseg_pre1_hs_sel                                gcr     010001010  RWX          8         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00000                                                                  ioreset    yes     na     Register                                           "1st pre bank nseg high speed mode selection (1 2R & 4 1R)"                                         
generic    1        tx   tx_cntl6_pl                      tx_pseg_pre2_hs_en                                 gcr     010001011  RWX          3         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      11111                                                                  ioreset    yes     na     Register                                           "2nd pre bank pseg high speed enable (1 2R & 4 1R)"                                                 
generic    1        tx   tx_cntl6_pl                      tx_pseg_pre2_hs_sel                                gcr     010001011  RWX          8         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00000                                                                  ioreset    yes     na     Register                                           "2nd pre bank pseg high speed mode selection (1 2R & 4 1R)"                                         
generic    1        tx   tx_cntl7_pl                      tx_nseg_pre2_hs_en                                 gcr     010001100  RWX          3         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      11111                                                                  ioreset    yes     na     Register                                           "2nd pre bank nseg high speed enable (1 2R & 4 1R)"                                                 
generic    1        tx   tx_cntl7_pl                      tx_nseg_pre2_hs_sel                                gcr     010001100  RWX          8         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00000                                                                  ioreset    yes     na     Register                                           "2nd pre bank nseg high speed mode selection (1 2R & 4 1R)"                                         
generic    1        tx   tx_cntl8_pl                      tx_pseg_main_0_15_hs_en                            gcr     010001101  RWX          0         16       per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1111111111111111                                                       ioreset    yes     na     Register                                           "main bank pseg high speed enable bits 0 to 15 (1 2R and 15 1R)"                                    
generic    1        tx   tx_cntl9_pl                      tx_pseg_main_16_18_hs_en                           gcr     010001110  RWX          0         3        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      111                                                                    ioreset    yes     na     Register                                           "main bank pseg high speed enable bits 16 to 18 (3 1R)"                                             
generic    1        tx   tx_cntl10_pl                     tx_nseg_main_0_15_hs_en                            gcr     010001111  RWX          0         16       per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1111111111111111                                                       ioreset    yes     na     Register                                           "main bank nseg high speed enable bits 0 to 15 (1 2R and 15 1R)"                                    
generic    1        tx   tx_cntl11_pl                     tx_nseg_main_16_18_hs_en                           gcr     010010000  RWX          0         3        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      111                                                                    ioreset    yes     na     Register                                           "main bank nseg high speed enable bits 16 to 18(3 1R)"                                              
generic    1        tx   tx_cntl12_pl                     tx_pseg_post_hs_en                                 gcr     010010001  RWX          1         7        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1111111                                                                ioreset    yes     na     Register                                           "post bank pseg high speed enable (1 2R & 6 1R)"                                                    
generic    1        tx   tx_cntl12_pl                     tx_pseg_post_hs_sel                                gcr     010010001  RWX          8         7        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0000000                                                                ioreset    yes     na     Register                                           "post bank pseg high speed mode selection (1 2R & 6 1R)"                                            
generic    1        tx   tx_cntl13_pl                     tx_nseg_post_hs_en                                 gcr     010010010  RWX          1         7        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1111111                                                                ioreset    yes     na     Register                                           "post bank nseg high speed enable (1 2R & 6 1R)"                                                    
generic    1        tx   tx_cntl13_pl                     tx_nseg_post_hs_sel                                gcr     010010010  RWX          8         7        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0000000                                                                ioreset    yes     na     Register                                           "post bank nseg high speed mode selection (1 2R & 6 1R)"                                            
generic    1        tx   tx_cntl14_pl                     tx_bank_controls                                   gcr     010010011  RWX          0         6        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      000000                                                                 ioreset    yes     na     Register                                           "Power down pins, 0=dcc_comp, 1=dcc_compclk, 2=tx_pdwn, 3=d2, 4=unused, 5=unused"                   
generic    1        tx   tx_cntl14_pl                     tx_psave_fifo_init_timer_val                       gcr     010010011  RWX          6         3        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      011                                                                    ioreset    yes     na     Register                                           "Program in delay of 1 to 8 cycles delay for fifo init to finish"                                   
generic    1        tx   tx_cntl14_pl                     tx_psave_fifo_init_timer_double_mode               gcr     010010011  RWX          9         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Used to program psave timer to align across 16to1 and 32to1 ser by UI.  Or if need double the timer amount."
generic    1        tx   tx_cntl15_pl                     tx_psave_del_unload_timer_val                      gcr     010010100  RWX          0         4        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1000                                                                   ioreset    yes     na     Register                                           "Program in delay of 1 to 15 cycles delay for fifo init disable to get to analog logic"             
generic    1        tx   tx_cntl15_pl                     tx_psave_del_unload_timer_double_mode              gcr     010010100  RWX          4         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Used to program psave timer to align across 16to1 and 32to1 ser by UI.  Or if need double the timer amount."
generic    1        tx   tx_cntl15_pl                     tx_psave_disable_pl_sm                             gcr     010010100  RWX          5         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Used to disable the tx_psave_fifo_sm 0=run 1=disable (state in state 0)"                           
generic    1        tx   tx_cntl16_pl                     tx_dcc_i_tune                                      gcr     010010101  RWX          0         6        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      000000                                                                 ioreset    yes     na     Register                                           "duty cycle i phase, gray code; if decoded value is < 32, decoded value is use, else decoded value minus 64 is used"
generic    1        tx   tx_cntl16_pl                     tx_dcc_q_tune                                      gcr     010010101  RWX          6         6        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      000000                                                                 ioreset    yes     na     Register                                           "duty cycle q phase, gray code; if decoded value is < 32, decoded value is use, else decoded value minus 64 is used"
generic    1        tx   tx_cntl17_pl                     tx_bist_hs_cust_en                                 gcr     010010110  RWX          0         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Enables high speed tx bist. Cannot be enabled at the same time as tx_tdr_enable."                  
generic    1        tx   tx_cntl17_pl                     tx_bist_hs_cust_sel                                gcr     010010110  RWX          1         3        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      000                                                                    ioreset    yes     na     Register                                           "Selects path for high speed tx bist. 0: POST_P, 1: POST_N, 2: PRE2_P, 3: PRE2_N, 4:MAIN_P, 5: MAIN_N, 6: PRE1_P, 7:PRE1_N."
generic    1        tx   tx_cntl17_pl                     tx_dcc_iq_tune                                     gcr     010010110  RWX          4         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      01000                                                                  ioreset    yes     na     Register                                           "iq phase correction, gray code; decoded value minus 15 is used"                                    
generic    1        tx   tx_cntl17_pl                     tx_dcc_pat                                         gcr     010010110  RWX          9         4        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0000                                                                   ioreset    yes     na     Register                                           "replica mux pattern control: 1100 Q phase duty cycle; 0110 I phase duty cycle; 1010 I/Q mismatch"  
generic    1        tx   tx_cntl17_pl                     tx_dcc_az                                          gcr     010010110  RWX          13        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "duty cycle detect auto zero"                                                                       
generic    1        tx   tx_cntl18_pl                     tx_atten_hs_en                                     gcr     010010111  RWX          0         16       per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Attenuation bank safe enable bits (16 1R)"                                                         
generic    1        tx   tx_cntl19_pl                     tx_pseg_pre1_safe_en                               gcr     010011000  RWX          3         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      11111                                                                  ioreset    yes     na     Register                                           "1st pre bank pseg safe enable (1 2R & 4 1R)"                                                       
generic    1        tx   tx_cntl19_pl                     tx_pseg_pre1_safe_sel                              gcr     010011000  RWX          8         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00000                                                                  ioreset    yes     na     Register                                           "1st pre bank pseg safe mode selection (1 2R & 4 1R)"                                               
generic    1        tx   tx_cntl20_pl                     tx_nseg_pre1_safe_en                               gcr     010011001  RWX          3         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      11111                                                                  ioreset    yes     na     Register                                           "1st pre bank nseg safe enable (1 2R & 4 1R)"                                                       
generic    1        tx   tx_cntl20_pl                     tx_nseg_pre1_safe_sel                              gcr     010011001  RWX          8         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00000                                                                  ioreset    yes     na     Register                                           "1st pre bank nseg safe mode selection (1 2R & 4 1R)"                                               
generic    1        tx   tx_cntl21_pl                     tx_pseg_pre2_safe_en                               gcr     010011010  RWX          3         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      11111                                                                  ioreset    yes     na     Register                                           "2nd pre bank pseg safe enable (1 2R & 4 1R)"                                                       
generic    1        tx   tx_cntl21_pl                     tx_pseg_pre2_safe_sel                              gcr     010011010  RWX          8         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00000                                                                  ioreset    yes     na     Register                                           "2nd pre bank pseg safe mode selection (1 2R & 4 1R)"                                               
generic    1        tx   tx_cntl22_pl                     tx_nseg_pre2_safe_en                               gcr     010011011  RWX          3         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      11111                                                                  ioreset    yes     na     Register                                           "2nd pre bank nseg safe enable (1 2R & 4 1R)"                                                       
generic    1        tx   tx_cntl22_pl                     tx_nseg_pre2_safe_sel                              gcr     010011011  RWX          8         5        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00000                                                                  ioreset    yes     na     Register                                           "2nd pre bank nseg safe mode selection (1 2R & 4 1R)"                                               
generic    1        tx   tx_cntl23_pl                     tx_pseg_main_0_15_safe_en                          gcr     010011100  RWX          0         16       per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1111111111111111                                                       ioreset    yes     na     Register                                           "main bank pseg safe enable bits 0 to 15 (1 2R and 15 1R)"                                          
generic    1        tx   tx_cntl24_pl                     tx_pseg_main_16_18_safe_en                         gcr     010011101  RWX          0         3        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      111                                                                    ioreset    yes     na     Register                                           "main bank pseg safe enable bits 16 to 18 (3 1R)"                                                   
generic    1        tx   tx_cntl25_pl                     tx_nseg_main_0_15_safe_en                          gcr     010011110  RWX          0         16       per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1111111111111111                                                       ioreset    yes     na     Register                                           "main bank nseg safe enable bits 0 to 15 (1 2R and 15 1R)"                                          
generic    1        tx   tx_cntl26_pl                     tx_nseg_main_16_18_safe_en                         gcr     010011111  RWX          0         3        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      111                                                                    ioreset    yes     na     Register                                           "main bank nseg safe enable bits 16 to 18(3 1R)"                                                    
generic    1        tx   tx_cntl27_pl                     tx_pseg_post_safe_en                               gcr     010100000  RWX          1         7        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1111111                                                                ioreset    yes     na     Register                                           "post bank pseg safe enable (1 2R & 6 1R)"                                                          
generic    1        tx   tx_cntl27_pl                     tx_pseg_post_safe_sel                              gcr     010100000  RWX          8         7        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0000000                                                                ioreset    yes     na     Register                                           "post bank pseg safe mode selection (1 2R & 6 1R)"                                                  
generic    1        tx   tx_cntl28_pl                     tx_nseg_post_safe_en                               gcr     010100001  RWX          1         7        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1111111                                                                ioreset    yes     na     Register                                           "post bank nseg safe enable (1 2R & 6 1R)"                                                          
generic    1        tx   tx_cntl28_pl                     tx_nseg_post_safe_sel                              gcr     010100001  RWX          8         7        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0000000                                                                ioreset    yes     na     Register                                           "post bank nseg safe mode selection (1 2R & 6 1R)"                                                  
generic    1        tx   tx_cntl29_pl                     tx_atten_safe_en                                   gcr     010100010  RWX          0         16       per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Attenuation bank safe enable bits (16 1R)"                                                         
generic    1        tx   tx_cntl30_pl                     tx_force_hs_ffe                                    gcr     010100011  RWX          0         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      1                                                                      ioreset    yes     na     Register                                           "Overrides tx_hs_act control to force high speed ffe registers to be used. 0: use high speed ffe when tx_hs_act active high, otherwise, use safe mode ffe. 1: use high speed ffe independent of tx_hs_act level.1st pre bank pseg"
generic    1        tx   tx_stat1_pl                      tx_bist_prbs_err_det                               gcr     010100100  ROX          0         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    no      na     Register                                           "Indicates TXBIST has found an error.\n0:(no_error) No Error\n1:(error) An error has been found during TXBIST."
generic    1        tx   tx_stat1_pl                      tx_bist_prbs_activity_det                          gcr     010100100  ROX          1         1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    no      na     Register                                           "Indicates that activity was detected in prbs checker. \n0:(no_error) No activity \n1:(error) Activity has been found during TXBIST."
generic    1        tx   tx_stat1_pl                      tx_seg_test_status                                 gcr     010100100  RWX          2         2        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      00                                                                     ioreset    yes     na     Register                                           "driver segment test result. bit0 for PAD P, bit1 for PAD N"                                        
generic    1        tx   tx_stat1_pl                      tx_dcc_out                                         gcr     010100100  ROX          14        1        per-lane   "ioorc_tx_data_bit_regs"                           slow      func      0                                                                      ioreset    no      na     Register                                           "Duty cycle comparator output. \n1:(greater) Duty cycle of the true phase of the comparator input is greater than that of the complement phase. \n0:(less_or_equal) Duty cycle of the true phase of the comparator input is less than or equal to that of the complement phase."
